GEOIDUS,GEODISPLAB,GCTARGID,GEOID,GCDISPLAB,GCLAB,2010,2011,2012,2013,2014,2015,2016
0100000US,United States,310M300US21640,21640,"United States - Eufaula, AL-GA Micro Area","Eufaula, AL-GA Micro Area",29855,29784,29539,29308,29063,28573,28300
0100000US,United States,310M300US21700,21700,"United States - Eureka-Arcata-Fortuna, CA Micro Area","Eureka-Arcata-Fortuna, CA Micro Area",135032,135243,134663,134555,134665,135383,136646
0100000US,United States,310M300US21740,21740,"United States - Evanston, WY Micro Area","Evanston, WY Micro Area",21102,20918,20997,21006,20871,20819,20773
0100000US,United States,310M300US21840,21840,"United States - Fairfield, IA Micro Area","Fairfield, IA Micro Area",16825,17039,17201,17493,17671,17853,18090
0100000US,United States,310M300US21860,21860,"United States - Fairmont, MN Micro Area","Fairmont, MN Micro Area",20819,20628,20476,20422,20228,20010,19829
0100000US,United States,310M300US21900,21900,"United States - Fairmont, WV Micro Area","Fairmont, WV Micro Area",56515,56625,56768,56725,56776,56771,56538
0100000US,United States,310M300US21980,21980,"United States - Fallon, NV Micro Area","Fallon, NV Micro Area",24806,24606,24333,24049,24000,24159,24198
0100000US,United States,310M300US22060,22060,"United States - Faribault-Northfield, MN Micro Area","Faribault-Northfield, MN Micro Area",64241,64907,64885,64757,65040,65278,65622
0100000US,United States,310M300US22100,22100,"United States - Farmington, MO Micro Area","Farmington, MO Micro Area",65539,65575,65856,66229,65993,66446,66627
0100000US,United States,310M300US22260,22260,"United States - Fergus Falls, MN Micro Area","Fergus Falls, MN Micro Area",57283,57357,57339,57611,57659,57774,58085
0100000US,United States,310M300US22280,22280,"United States - Fernley, NV Micro Area","Fernley, NV Micro Area",52070,51463,51087,51267,51613,52339,53179
0100000US,United States,310M300US22300,22300,"United States - Findlay, OH Micro Area","Findlay, OH Micro Area",74687,75062,75638,75738,75380,75734,75872
0100000US,United States,310M300US22340,22340,"United States - Fitzgerald, GA Micro Area","Fitzgerald, GA Micro Area",17638,17575,17570,17417,17440,17354,17243
0100000US,United States,310M300US22580,22580,"United States - Forest City, NC Micro Area","Forest City, NC Micro Area",67744,67367,67204,66830,66587,66462,66421
0100000US,United States,310M300US22620,22620,"United States - Forrest City, AR Micro Area","Forrest City, AR Micro Area",28181,27960,27907,27408,27026,26578,26196
0100000US,United States,310M300US22700,22700,"United States - Fort Dodge, IA Micro Area","Fort Dodge, IA Micro Area",37876,37727,37252,37256,36983,36992,36769
0100000US,United States,310M300US22780,22780,"United States - Fort Leonard Wood, MO Micro Area","Fort Leonard Wood, MO Micro Area",52844,53273,53412,53783,53505,53156,52654
0100000US,United States,310M300US22800,22800,"United States - Fort Madison-Keokuk, IA-IL-MO Micro Area","Fort Madison-Keokuk, IA-IL-MO Micro Area",62049,61650,61481,60868,60711,60420,59846
0100000US,United States,310M300US22820,22820,"United States - Fort Morgan, CO Micro Area","Fort Morgan, CO Micro Area",28172,28512,28331,28306,28208,28323,28274
0100000US,United States,310M300US22840,22840,"United States - Fort Payne, AL Micro Area","Fort Payne, AL Micro Area",71143,71389,70961,70882,70947,70996,70900
0100000US,United States,310M300US22860,22860,"United States - Fort Polk South, LA Micro Area","Fort Polk South, LA Micro Area",52743,52308,54179,52889,52161,50706,50569
0100000US,United States,310M300US23140,23140,"United States - Frankfort, IN Micro Area","Frankfort, IN Micro Area",33203,33041,32942,32883,32610,32567,32457
0100000US,United States,310M300US23180,23180,"United States - Frankfort, KY Micro Area","Frankfort, KY Micro Area",70754,70927,71174,71331,71821,72202,72718
0100000US,United States,310M300US23240,23240,"United States - Fredericksburg, TX Micro Area","Fredericksburg, TX Micro Area",24877,25032,25167,25354,25545,26074,26521
0100000US,United States,310M300US23300,23300,"United States - Freeport, IL Micro Area","Freeport, IL Micro Area",47657,47365,46938,46721,46339,45791,45624
0100000US,United States,310M300US23340,23340,"United States - Fremont, NE Micro Area","Fremont, NE Micro Area",36661,36954,36648,36598,36714,36676,36757
0100000US,United States,310M300US23380,23380,"United States - Fremont, OH Micro Area","Fremont, OH Micro Area",60876,60591,60492,60096,59915,59518,59330
0100000US,United States,310M300US23500,23500,"United States - Gaffney, SC Micro Area","Gaffney, SC Micro Area",55532,55716,55860,56055,56314,56493,56646
0100000US,United States,310M300US23620,23620,"United States - Gainesville, TX Micro Area","Gainesville, TX Micro Area",38456,38408,38771,38502,38739,39110,39266
0100000US,United States,310M300US23660,23660,"United States - Galesburg, IL Micro Area","Galesburg, IL Micro Area",52932,52693,52302,52149,51953,51416,50938
0100000US,United States,310M300US23700,23700,"United States - Gallup, NM Micro Area","Gallup, NM Micro Area",71743,73488,72691,73270,74044,76800,74923
0100000US,United States,310M300US23780,23780,"United States - Garden City, KS Micro Area","Garden City, KS Micro Area",40947,41098,41097,40952,40992,40948,40639
0100000US,United States,310M300US23820,23820,"United States - Gardnerville Ranchos, NV Micro Area","Gardnerville Ranchos, NV Micro Area",47026,47031,46973,47015,47492,47628,48020
0100000US,United States,310M300US23860,23860,"United States - Georgetown, SC Micro Area","Georgetown, SC Micro Area",60135,60144,60232,60417,60729,61243,61399
0100000US,United States,310M300US23940,23940,"United States - Gillette, WY Micro Area","Gillette, WY Micro Area",46246,46594,47872,48116,48241,49333,48803
0100000US,United States,310M300US23980,23980,"United States - Glasgow, KY Micro Area","Glasgow, KY Micro Area",52246,52452,52644,52966,53135,53596,54011
0100000US,United States,310M300US24060,24060,"United States - Glenwood Springs, CO Micro Area","Glenwood Springs, CO Micro Area",73254,73093,73932,74275,74790,75550,76639
0100000US,United States,310M300US24100,24100,"United States - Gloversville, NY Micro Area","Gloversville, NY Micro Area",55468,55264,55033,54521,54145,53960,53828
0100000US,United States,310M300US24330,24330,"United States - Grand Rapids, MN Micro Area","Grand Rapids, MN Micro Area",45016,45118,45231,45442,45467,45397,45242
0100000US,United States,310M300US24380,24380,"United States - Grants, NM Micro Area","Grants, NM Micro Area",27314,27508,27316,27439,27303,27322,27487
0100000US,United States,310M300US24460,24460,"United States - Great Bend, KS Micro Area","Great Bend, KS Micro Area",27683,27676,27515,27425,27262,27092,26775
0100000US,United States,310M300US24620,24620,"United States - Greeneville, TN Micro Area","Greeneville, TN Micro Area",68826,68996,68654,68272,68416,68551,68615
0100000US,United States,310M300US24640,24640,"United States - Greenfield Town, MA Micro Area","Greenfield Town, MA Micro Area",71311,71606,71536,71149,70965,70550,70382
0100000US,United States,310M300US24700,24700,"United States - Greensburg, IN Micro Area","Greensburg, IN Micro Area",25790,25877,26049,26208,26452,26393,26598
0100000US,United States,310M300US24740,24740,"United States - Greenville, MS Micro Area","Greenville, MS Micro Area",51077,50448,50055,49704,49079,48053,47231
0100000US,United States,310M300US24820,24820,"United States - Greenville, OH Micro Area","Greenville, OH Micro Area",52962,52666,52496,52330,52221,52100,51778
0100000US,United States,310M300US24900,24900,"United States - Greenwood, MS Micro Area","Greenwood, MS Micro Area",42982,42488,41190,41134,41033,40538,40111
0100000US,United States,310M300US24940,24940,"United States - Greenwood, SC Micro Area","Greenwood, SC Micro Area",95071,94909,94967,94771,94540,94873,95005
0100000US,United States,310M300US24980,24980,"United States - Grenada, MS Micro Area","Grenada, MS Micro Area",21855,21584,21610,21544,21654,21507,21275
0100000US,United States,310M300US25100,25100,"United States - Guymon, OK Micro Area","Guymon, OK Micro Area",20801,21177,21470,21921,21641,21365,21098
0100000US,United States,310M300US25200,25200,"United States - Hailey, ID Micro Area","Hailey, ID Micro Area",27630,27330,27447,27631,27760,27922,28134
0100000US,United States,310M300US25300,25300,"United States - Hannibal, MO Micro Area","Hannibal, MO Micro Area",38978,39091,39071,39038,39148,39039,39118
0100000US,United States,310M300US25460,25460,"United States - Harrison, AR Micro Area","Harrison, AR Micro Area",45226,45333,45443,45490,45120,45152,45240
0100000US,United States,310M300US25580,25580,"United States - Hastings, NE Micro Area","Hastings, NE Micro Area",31342,31234,31390,31590,31433,31585,31684
0100000US,United States,310M300US25700,25700,"United States - Hays, KS Micro Area","Hays, KS Micro Area",28445,28779,29125,29089,29027,29024,28893
0100000US,United States,310M300US25720,25720,"United States - Heber, UT Micro Area","Heber, UT Micro Area",23629,24403,25385,26609,27789,29165,30528
0100000US,United States,310M300US25740,25740,"United States - Helena, MT Micro Area","Helena, MT Micro Area",74997,75699,76254,76877,77533,78150,79135
0100000US,United States,310M300US25760,25760,"United States - Helena-West Helena, AR Micro Area","Helena-West Helena, AR Micro Area",21670,21413,20762,20437,19938,19534,18975
0100000US,United States,310M300US25780,25780,"United States - Henderson, NC Micro Area","Henderson, NC Micro Area",45302,45250,45057,44510,44378,44351,44244
0100000US,United States,310M300US25820,25820,"United States - Hereford, TX Micro Area","Hereford, TX Micro Area",19445,19475,19327,19136,19096,18807,18830
0100000US,United States,310M300US25840,25840,"United States - Hermiston-Pendleton, OR Micro Area","Hermiston-Pendleton, OR Micro Area",87284,87900,88128,88039,87590,87454,87730
0100000US,United States,310M300US25880,25880,"United States - Hillsdale, MI Micro Area","Hillsdale, MI Micro Area",46619,46636,46297,46155,45955,45940,45774
0100000US,United States,310M300US25900,25900,"United States - Hilo, HI Micro Area","Hilo, HI Micro Area",185339,186933,188765,191147,193885,196156,198449
0100000US,United States,310M300US26020,26020,"United States - Hobbs, NM Micro Area","Hobbs, NM Micro Area",64623,65037,66182,68164,69707,70848,69749
0100000US,United States,310M300US26090,26090,"United States - Holland, MI Micro Area","Holland, MI Micro Area",111502,111550,111929,112415,113778,114661,115548
0100000US,United States,310M300US26220,26220,"United States - Hood River, OR Micro Area","Hood River, OR Micro Area",22443,22410,22587,22614,22741,23037,23232
0100000US,United States,310M300US26260,26260,"United States - Hope, AR Micro Area","Hope, AR Micro Area",31574,31516,31257,31183,30978,30591,30372
0100000US,United States,310M300US26340,26340,"United States - Houghton, MI Micro Area","Houghton, MI Micro Area",38859,38998,38937,38853,38698,38558,38754
0100000US,United States,310M300US26460,26460,"United States - Hudson, NY Micro Area","Hudson, NY Micro Area",63017,62626,62539,62269,62013,61491,60989
0100000US,United States,310M300US26500,26500,"United States - Huntingdon, PA Micro Area","Huntingdon, PA Micro Area",46017,46130,46052,45949,45866,45721,45634
0100000US,United States,310M300US26540,26540,"United States - Huntington, IN Micro Area","Huntington, IN Micro Area",37114,37186,36993,36823,36658,36607,36400
0100000US,United States,310M300US26660,26660,"United States - Huntsville, TX Micro Area","Huntsville, TX Micro Area",82918,83000,82805,83709,84064,84928,85926
0100000US,United States,310M300US26700,26700,"United States - Huron, SD Micro Area","Huron, SD Micro Area",17421,17740,18004,18304,18158,18206,18101
0100000US,United States,310M300US26740,26740,"United States - Hutchinson, KS Micro Area","Hutchinson, KS Micro Area",64565,64422,64245,64168,63737,63647,63220
0100000US,United States,310M300US26780,26780,"United States - Hutchinson, MN Micro Area","Hutchinson, MN Micro Area",36607,36420,36013,35977,35881,35919,35842
0100000US,United States,310M300US26860,26860,"United States - Indiana, PA Micro Area","Indiana, PA Micro Area",88850,88575,88255,88264,87597,86977,86364
0100000US,United States,310M300US26940,26940,"United States - Indianola, MS Micro Area","Indianola, MS Micro Area",28951,28515,28417,27941,27432,26923,26407
0100000US,United States,310M300US26960,26960,"United States - Ionia, MI Micro Area","Ionia, MI Micro Area",63862,63865,63910,64023,64292,64173,64232
0100000US,United States,310M300US27020,27020,"United States - Iron Mountain, MI-WI Micro Area","Iron Mountain, MI-WI Micro Area",30544,30569,30686,30541,30402,30207,29991
0100000US,United States,310M300US27160,27160,"United States - Jackson, OH Micro Area","Jackson, OH Micro Area",33273,33150,32909,32833,32794,32546,32505
0100000US,United States,310M300US27220,27220,"United States - Jackson, WY-ID Micro Area","Jackson, WY-ID Micro Area",31450,31648,31771,32595,33146,33641,34151
0100000US,United States,310M300US27300,27300,"United States - Jacksonville, IL Micro Area","Jacksonville, IL Micro Area",40854,40758,40658,40235,39906,39719,39330
0100000US,United States,310M300US27380,27380,"United States - Jacksonville, TX Micro Area","Jacksonville, TX Micro Area",50915,51013,51200,50981,51007,51431,51668
0100000US,United States,310M300US27420,27420,"United States - Jamestown, ND Micro Area","Jamestown, ND Micro Area",21124,21014,20983,21132,21190,21108,21128
0100000US,United States,310M300US27460,27460,"United States - Jamestown-Dunkirk-Fredonia, NY Micro Area","Jamestown-Dunkirk-Fredonia, NY Micro Area",134760,134266,133438,133005,131980,130811,129504
0100000US,United States,310M300US27540,27540,"United States - Jasper, IN Micro Area","Jasper, IN Micro Area",54682,54884,54806,54908,54902,54897,54983
0100000US,United States,310M300US27600,27600,"United States - Jefferson, GA Micro Area","Jefferson, GA Micro Area",60750,60544,60448,60856,61700,63038,64615
0100000US,United States,310M300US27660,27660,"United States - Jennings, LA Micro Area","Jennings, LA Micro Area",31628,31578,31441,31283,31424,31434,31413
0100000US,United States,310M300US27700,27700,"United States - Jesup, GA Micro Area","Jesup, GA Micro Area",30094,30346,30362,30055,29972,29539,30104
0100000US,United States,310M300US27920,27920,"United States - Junction City, KS Micro Area","Junction City, KS Micro Area",35284,35301,37947,36893,36682,36981,35586
0100000US,United States,310M300US27940,27940,"United States - Juneau, AK Micro Area","Juneau, AK Micro Area",31392,32175,32434,32604,32511,32603,32468
0100000US,United States,310M300US28060,28060,"United States - Kalispell, MT Micro Area","Kalispell, MT Micro Area",90864,91190,91617,92975,94728,96079,98082
0100000US,United States,310M300US28180,28180,"United States - Kapaa, HI Micro Area","Kapaa, HI Micro Area",67209,67803,68558,69628,70540,71478,72029
0100000US,United States,310M300US28260,28260,"United States - Kearney, NE Micro Area","Kearney, NE Micro Area",52662,53391,54144,54529,54829,55312,55935
0100000US,United States,310M300US28300,28300,"United States - Keene, NH Micro Area","Keene, NH Micro Area",77066,76915,76851,76598,76288,76089,75774
0100000US,United States,310M300US28340,28340,"United States - Kendallville, IN Micro Area","Kendallville, IN Micro Area",47477,47458,47429,47501,47610,47759,47638
0100000US,United States,310M300US28380,28380,"United States - Kennett, MO Micro Area","Kennett, MO Micro Area",31945,32024,31860,31725,31358,30877,30535
0100000US,United States,310M300US28500,28500,"United States - Kerrville, TX Micro Area","Kerrville, TX Micro Area",49650,49628,49751,49834,50426,51011,51504
0100000US,United States,310M300US28540,28540,"United States - Ketchikan, AK Micro Area","Ketchikan, AK Micro Area",13539,13639,13711,13673,13758,13689,13746
0100000US,United States,310M300US28580,28580,"United States - Key West, FL Micro Area","Key West, FL Micro Area",73212,74096,74833,76204,76910,78728,79077
0100000US,United States,310M300US28620,28620,"United States - Kill Devil Hills, NC Micro Area","Kill Devil Hills, NC Micro Area",38399,38533,38591,38993,39159,39726,40105
0100000US,United States,310M300US28780,28780,"United States - Kingsville, TX Micro Area","Kingsville, TX Micro Area",32472,32495,32554,32489,32360,31982,32094
0100000US,United States,310M300US28820,28820,"United States - Kinston, NC Micro Area","Kinston, NC Micro Area",59488,59484,59166,58831,58372,58041,57307
0100000US,United States,310M300US28860,28860,"United States - Kirksville, MO Micro Area","Kirksville, MO Micro Area",30057,30001,30070,30067,29962,29864,29753
0100000US,United States,310M300US28900,28900,"United States - Klamath Falls, OR Micro Area","Klamath Falls, OR Micro Area",66333,66337,66075,65830,65475,65908,66443
0100000US,United States,310M300US29060,29060,"United States - Laconia, NH Micro Area","Laconia, NH Micro Area",60100,60240,60339,60138,60278,60427,60779
0100000US,United States,310M300US29260,29260,"United States - La Grande, OR Micro Area","La Grande, OR Micro Area",25744,25887,25807,25519,25650,25729,26087
0100000US,United States,310M300US29300,29300,"United States - LaGrange, GA Micro Area","LaGrange, GA Micro Area",67091,67719,68432,68936,69451,69747,70005
0100000US,United States,310M300US29380,29380,"United States - Lake City, FL Micro Area","Lake City, FL Micro Area",67584,67344,67949,67512,67942,68286,69299
0100000US,United States,310M300US29500,29500,"United States - Lamesa, TX Micro Area","Lamesa, TX Micro Area",13836,13785,13647,13254,13500,13075,13111
0100000US,United States,310M300US29660,29660,"United States - Laramie, WY Micro Area","Laramie, WY Micro Area",36428,36895,37364,37636,37846,38079,38256
0100000US,United States,310M300US29780,29780,"United States - Las Vegas, NM Micro Area","Las Vegas, NM Micro Area",29401,29335,29026,28696,28318,27951,27760
0100000US,United States,310M300US29860,29860,"United States - Laurel, MS Micro Area","Laurel, MS Micro Area",84805,84659,84875,85317,84747,84785,84531
0100000US,United States,310M300US29900,29900,"United States - Laurinburg, NC Micro Area","Laurinburg, NC Micro Area",36081,36324,36156,35992,35743,35418,35244
0100000US,United States,310M300US29980,29980,"United States - Lawrenceburg, TN Micro Area","Lawrenceburg, TN Micro Area",41988,42059,42133,41990,42297,42531,43081
0100000US,United States,310M300US30060,30060,"United States - Lebanon, MO Micro Area","Lebanon, MO Micro Area",35655,35590,35420,35637,35493,35487,35490
0100000US,United States,310M300US30220,30220,"United States - Levelland, TX Micro Area","Levelland, TX Micro Area",22849,22979,23108,23477,23565,23461,23275
0100000US,United States,310M300US30260,30260,"United States - Lewisburg, PA Micro Area","Lewisburg, PA Micro Area",44971,45064,45143,44746,44944,45494,45565
0100000US,United States,310M300US30280,30280,"United States - Lewisburg, TN Micro Area","Lewisburg, TN Micro Area",30678,30885,30928,31082,31233,31518,31915
0100000US,United States,310M300US30380,30380,"United States - Lewistown, PA Micro Area","Lewistown, PA Micro Area",46655,46776,46832,46714,46555,46481,46342
0100000US,United States,310M300US30420,30420,"United States - Lexington, NE Micro Area","Lexington, NE Micro Area",26379,26253,26096,26044,25942,25813,25611
0100000US,United States,310M300US30580,30580,"United States - Liberal, KS Micro Area","Liberal, KS Micro Area",22983,23171,23403,23355,23299,23159,22709
0100000US,United States,310M300US30660,30660,"United States - Lincoln, IL Micro Area","Lincoln, IL Micro Area",30274,30308,30388,29890,29755,29540,29527
0100000US,United States,310M300US30820,30820,"United States - Lock Haven, PA Micro Area","Lock Haven, PA Micro Area",39247,39520,39740,39854,39494,39359,39233
0100000US,United States,310M300US30880,30880,"United States - Logan, WV Micro Area","Logan, WV Micro Area",36728,36453,36336,35983,35295,34514,33700
0100000US,United States,310M300US30900,30900,"United States - Logansport, IN Micro Area","Logansport, IN Micro Area",38975,38876,38710,38504,38381,38078,37946
0100000US,United States,310M300US30940,30940,"United States - London, KY Micro Area","London, KY Micro Area",126597,127110,126965,127365,127526,127769,128033
0100000US,United States,310M300US31060,31060,"United States - Los Alamos, NM Micro Area","Los Alamos, NM Micro Area",18012,18174,18149,17817,17668,17696,18147
0100000US,United States,310M300US31220,31220,"United States - Ludington, MI Micro Area","Ludington, MI Micro Area",28730,28648,28672,28656,28761,28812,28876
0100000US,United States,310M300US31260,31260,"United States - Lufkin, TX Micro Area","Lufkin, TX Micro Area",86915,87275,87520,87409,87628,87938,87791
0100000US,United States,310M300US31300,31300,"United States - Lumberton, NC Micro Area","Lumberton, NC Micro Area",134450,135103,135412,135074,134869,134292,133235
0100000US,United States,310M300US31380,31380,"United States - Macomb, IL Micro Area","Macomb, IL Micro Area",32607,32485,32516,32167,31615,31342,30996
0100000US,United States,310M300US31500,31500,"United States - Madison, IN Micro Area","Madison, IN Micro Area",32421,32296,32510,32488,32531,32465,32418
0100000US,United States,310M300US31580,31580,"United States - Madisonville, KY Micro Area","Madisonville, KY Micro Area",46862,46879,46707,46560,46341,46281,45904
0100000US,United States,310M300US31620,31620,"United States - Magnolia, AR Micro Area","Magnolia, AR Micro Area",24747,24696,24429,24294,24078,24140,23901
0100000US,United States,310M300US31660,31660,"United States - Malone, NY Micro Area","Malone, NY Micro Area",51624,51568,51788,51242,51092,50502,50409
0100000US,United States,310M300US31680,31680,"United States - Malvern, AR Micro Area","Malvern, AR Micro Area",33212,33115,33457,33495,33389,33483,33374
0100000US,United States,310M300US31820,31820,"United States - Manitowoc, WI Micro Area","Manitowoc, WI Micro Area",81298,81171,80862,80632,80145,79717,79536
0100000US,United States,310M300US31930,31930,"United States - Marietta, OH Micro Area","Marietta, OH Micro Area",61709,61546,61494,61395,61198,61071,60610
0100000US,United States,310M300US31940,31940,"United States - Marinette, WI-MI Micro Area","Marinette, WI-MI Micro Area",65660,65342,65189,65178,64783,64368,63772
0100000US,United States,310M300US31980,31980,"United States - Marion, IN Micro Area","Marion, IN Micro Area",69936,69702,69198,69011,68505,67692,66937
0100000US,United States,310M300US32000,32000,"United States - Marion, NC Micro Area","Marion, NC Micro Area",45069,44974,45006,44990,45029,44963,45075
0100000US,United States,310M300US32020,32020,"United States - Marion, OH Micro Area","Marion, OH Micro Area",66454,66547,66229,65885,65656,65232,65096
0100000US,United States,310M300US32100,32100,"United States - Marquette, MI Micro Area","Marquette, MI Micro Area",67109,67439,67814,67776,67761,67305,66435
0100000US,United States,310M300US32140,32140,"United States - Marshall, MN Micro Area","Marshall, MN Micro Area",25858,25815,25625,25675,25681,25671,25699
0100000US,United States,310M300US32180,32180,"United States - Marshall, MO Micro Area","Marshall, MO Micro Area",23404,23327,23473,23227,23279,23109,22980
0100000US,United States,310M300US32220,32220,"United States - Marshall, TX Micro Area","Marshall, TX Micro Area",65708,66364,66283,66218,66514,66606,66534
0100000US,United States,310M300US32260,32260,"United States - Marshalltown, IA Micro Area","Marshalltown, IA Micro Area",40695,40990,41053,41004,40792,40512,40312
0100000US,United States,310M300US32280,32280,"United States - Martin, TN Micro Area","Martin, TN Micro Area",35027,34907,34594,34186,34001,33831,33507
0100000US,United States,310M300US32300,32300,"United States - Martinsville, VA Micro Area","Martinsville, VA Micro Area",67876,67082,66582,66247,65679,65398,64890
0100000US,United States,310M300US32340,32340,"United States - Maryville, MO Micro Area","Maryville, MO Micro Area",23377,23430,23377,23225,23081,22776,22670
0100000US,United States,310M300US32380,32380,"United States - Mason City, IA Micro Area","Mason City, IA Micro Area",51699,51561,51248,51047,50832,50550,50642
0100000US,United States,310M300US32460,32460,"United States - Mayfield, KY Micro Area","Mayfield, KY Micro Area",37223,37542,37535,37352,37577,37251,37182
0100000US,United States,310M300US32500,32500,"United States - Maysville, KY Micro Area","Maysville, KY Micro Area",17500,17536,17458,17298,17122,17077,17190
0100000US,United States,310M300US32540,32540,"United States - McAlester, OK Micro Area","McAlester, OK Micro Area",45763,45650,45111,44828,44576,44528,44173
0100000US,United States,310M300US32620,32620,"United States - McComb, MS Micro Area","McComb, MS Micro Area",53553,53583,53063,52852,52591,52525,52125
0100000US,United States,310M300US32660,32660,"United States - McMinnville, TN Micro Area","McMinnville, TN Micro Area",39851,39869,39745,39893,40003,40338,40516
0100000US,United States,310M300US32700,32700,"United States - McPherson, KS Micro Area","McPherson, KS Micro Area",29142,29213,29341,29596,29134,28944,28804
0100000US,United States,310M300US32740,32740,"United States - Meadville, PA Micro Area","Meadville, PA Micro Area",88686,88104,87675,87435,87128,86638,86257
0100000US,United States,310M300US32860,32860,"United States - Menomonie, WI Micro Area","Menomonie, WI Micro Area",43883,43882,43939,44221,44325,44552,44704
0100000US,United States,310M300US32940,32940,"United States - Meridian, MS Micro Area","Meridian, MS Micro Area",107578,107538,107117,106911,105801,104451,103539
0100000US,United States,310M300US32980,32980,"United States - Merrill, WI Micro Area","Merrill, WI Micro Area",28763,28456,28481,28353,28152,27966,27902
0100000US,United States,310M300US33020,33020,"United States - Mexico, MO Micro Area","Mexico, MO Micro Area",25462,25601,25627,25658,25952,26082,26021
0100000US,United States,310M300US33060,33060,"United States - Miami, OK Micro Area","Miami, OK Micro Area",31840,31904,32225,32230,32037,31928,31691
0100000US,United States,310M300US33180,33180,"United States - Middlesborough, KY Micro Area","Middlesborough, KY Micro Area",28710,28635,28247,27971,27750,27294,27117
0100000US,United States,310M300US33300,33300,"United States - Milledgeville, GA Micro Area","Milledgeville, GA Micro Area",55113,54501,55534,55069,54381,54009,53784
0100000US,United States,310M300US33420,33420,"United States - Mineral Wells, TX Micro Area","Mineral Wells, TX Micro Area",28071,28108,27846,27852,27978,27882,28053
0100000US,United States,310M300US33500,33500,"United States - Minot, ND Micro Area","Minot, ND Micro Area",69986,72340,73891,76540,78131,79911,78723
0100000US,United States,310M300US33580,33580,"United States - Mitchell, SD Micro Area","Mitchell, SD Micro Area",22840,22983,23170,23198,23245,23179,23277
0100000US,United States,310M300US33620,33620,"United States - Moberly, MO Micro Area","Moberly, MO Micro Area",25440,25258,25313,24941,25071,25090,24989
0100000US,United States,310M300US33940,33940,"United States - Montrose, CO Micro Area","Montrose, CO Micro Area",41194,40897,40678,40634,40747,40800,41471
0100000US,United States,310M300US33980,33980,"United States - Morehead City, NC Micro Area","Morehead City, NC Micro Area",66696,67358,67738,68441,68751,68863,68890
0100000US,United States,310M300US34020,34020,"United States - Morgan City, LA Micro Area","Morgan City, LA Micro Area",54542,54149,53554,53531,53234,52854,52093
0100000US,United States,310M300US34140,34140,"United States - Moscow, ID Micro Area","Moscow, ID Micro Area",37276,37884,38187,38274,38583,38723,39196
0100000US,United States,310M300US34180,34180,"United States - Moses Lake, WA Micro Area","Moses Lake, WA Micro Area",89628,90702,91486,91772,92723,93124,93546
0100000US,United States,310M300US34220,34220,"United States - Moultrie, GA Micro Area","Moultrie, GA Micro Area",45641,45840,46163,46300,46085,45755,45708
0100000US,United States,310M300US34260,34260,"United States - Mountain Home, AR Micro Area","Mountain Home, AR Micro Area",41539,41280,41068,40962,40797,41070,41062
0100000US,United States,310M300US34300,34300,"United States - Mountain Home, ID Micro Area","Mountain Home, ID Micro Area",27117,26215,26265,26236,26208,25790,26018
0100000US,United States,310M300US34340,34340,"United States - Mount Airy, NC Micro Area","Mount Airy, NC Micro Area",73770,73632,73485,72890,72798,72548,72113
0100000US,United States,310M300US34380,34380,"United States - Mount Pleasant, MI Micro Area","Mount Pleasant, MI Micro Area",70312,70661,70660,70177,70059,70690,71282
0100000US,United States,310M300US34420,34420,"United States - Mount Pleasant, TX Micro Area","Mount Pleasant, TX Micro Area",32400,32420,32654,32602,32421,32689,32592
0100000US,United States,310M300US34460,34460,"United States - Mount Sterling, KY Micro Area","Mount Sterling, KY Micro Area",44524,44878,45019,45605,45859,46255,46506
0100000US,United States,310M300US34500,34500,"United States - Mount Vernon, IL Micro Area","Mount Vernon, IL Micro Area",38762,38759,38666,38657,38442,38390,38460
0100000US,United States,310M300US34540,34540,"United States - Mount Vernon, OH Micro Area","Mount Vernon, OH Micro Area",61087,61285,60790,60843,60970,60973,60814
0100000US,United States,310M300US34660,34660,"United States - Murray, KY Micro Area","Murray, KY Micro Area",37363,37675,38057,38293,38282,38441,38437
0100000US,United States,310M300US34700,34700,"United States - Muscatine, IA Micro Area","Muscatine, IA Micro Area",42735,42767,42884,42941,42961,43017,42940
0100000US,United States,310M300US34780,34780,"United States - Muskogee, OK Micro Area","Muskogee, OK Micro Area",71102,70744,70531,70219,69879,69591,69477
0100000US,United States,310M300US34860,34860,"United States - Nacogdoches, TX Micro Area","Nacogdoches, TX Micro Area",64667,65647,65854,65199,65278,65641,65806
0100000US,United States,310M300US35020,35020,"United States - Natchez, MS-LA Micro Area","Natchez, MS-LA Micro Area",53389,53233,52638,52554,52326,51489,51168
0100000US,United States,310M300US35060,35060,"United States - Natchitoches, LA Micro Area","Natchitoches, LA Micro Area",39525,39538,39491,39225,39275,39137,39162
0100000US,United States,310M300US35140,35140,"United States - Newberry, SC Micro Area","Newberry, SC Micro Area",37581,37516,37561,37487,37725,37896,38079
0100000US,United States,310M300US35220,35220,"United States - New Castle, IN Micro Area","New Castle, IN Micro Area",49487,49354,49256,49035,49057,48894,48521
0100000US,United States,310M300US35260,35260,"United States - New Castle, PA Micro Area","New Castle, PA Micro Area",90971,90322,89713,89120,88476,88036,87294
0100000US,United States,310M300US35420,35420,"United States - New Philadelphia-Dover, OH Micro Area","New Philadelphia-Dover, OH Micro Area",92560,92514,92452,92683,92637,92702,92420
0100000US,United States,310M300US35440,35440,"United States - Newport, OR Micro Area","Newport, OR Micro Area",45990,45861,46158,46257,46269,46936,47806
